Id,Name,Team,Position,Price,Points,MinutesPlayed,Goals,Assists,xGoals,xAssists,CleanSheets,GoalsConceded,xGoalsConceded,Saves,BonusPoints,BonusPointRating,PointsInLastFive,MinutesInLastFive,GoalsInLastFive,xGoalsInLastFive,xAssistsInLastFive,CleanSheetsInLastFive,GoalsConcededInLastFive,xGoalsConcededInLastFive,SavesInLastFive,BonusPointsInLastFive,BonusPointsRatingInLastFive,Opponent,OpponentGoalsScored,OpponentGoalsConceded,OpponentGoalsScoredInLastFive,OpponentGoalsConcededInLastFive,ActualPoints
376,Casemiro,ManUtd,Midfielder,0,20,603,1,0,1.8300000000000003,0.28,2,10,10.410000000000002,0,0,88,20,603,0,1.8300000000000003,0.28,2,10,10.410000000000002,0,0,88,CrystalPalace,5,7,0,0,1
377,Dalot,ManUtd,Defender,0,12,474,0,0,0.07,0.41000000000000003,1,10,7.880000000000001,0,1,93,12,474,0,0.07,0.41000000000000003,1,10,7.880000000000001,0,1,93,CrystalPalace,5,7,0,0,2
379,Eriksen,ManUtd,Midfielder,0,21,329,1,1,0.34,0.37,0,9,7.300000000000001,0,4,89,21,329,1,0.34,0.37,0,9,7.300000000000001,0,4,89,CrystalPalace,5,7,0,0,1
382,Garnacho,ManUtd,Midfielder,0,8,172,0,0,0.59,0.11,1,3,4.41,0,0,16,8,172,0,0.59,0.11,1,3,4.41,0,0,16,CrystalPalace,5,7,0,0,1
386,Lindelof,ManUtd,Defender,0,12,440,0,0,0.15,0.19,1,5,7.640000000000001,0,0,75,12,440,0,0.15,0.19,1,5,7.640000000000001,0,0,75,CrystalPalace,5,7,0,0,2
387,Maguire,ManUtd,Defender,0,1,26,0,0,0,0,0,2,1.2,0,0,8,1,26,0,0,0,0,2,1.2,0,0,8,CrystalPalace,5,7,0,0,1
389,Malacia,ManUtd,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CrystalPalace,5,7,0,0,0
390,Martial,ManUtd,Forward,0,6,169,0,0,0.09,0.09,0,4,3.4,0,0,23,6,169,0,0.09,0.09,0,4,3.4,0,0,23,CrystalPalace,5,7,0,0,1
391,L.Martinez,ManUtd,Defender,0,5,375,0,1,0,0.08,0,8,5.510000000000001,0,0,74,5,375,1,0,0.08,0,8,5.510000000000001,0,0,74,CrystalPalace,5,7,0,0,0
392,McTominay,ManUtd,Midfielder,0,7,181,0,0,0.04,0.02,1,3,2.76,0,0,27,7,181,0,0.04,0.02,1,3,2.76,0,0,27,CrystalPalace,5,7,0,0,0
395,R.Varane,ManUtd,Defender,0,18,322,1,0,0.68,0.14,1,5,6.16,0,2,91,18,322,0,0.68,0.14,1,5,6.16,0,2,91,CrystalPalace,5,7,0,0,2
396,Rashford,ManUtd,Midfielder,0,26,607,1,2,2.43,1.32,2,11,10.61,0,0,74,26,607,2,2.43,1.32,2,11,10.61,0,0,74,CrystalPalace,5,7,0,0,2
397,Sancho,ManUtd,Midfielder,0,3,76,0,0,0,0.07,0,1,1.86,0,0,11,3,76,0,0,0.07,0,1,1.86,0,0,11,CrystalPalace,5,7,0,0,0
398,Shaw,ManUtd,Defender,0,6,180,0,0,0,0.51,1,2,4.07,0,0,48,6,180,0,0,0.51,1,2,4.07,0,0,48,CrystalPalace,5,7,0,0,0
401,Wan-Bissaka,ManUtd,Defender,0,15,340,0,1,0,0.93,1,6,7.77,0,3,86,15,340,1,0,0.93,1,6,7.77,0,3,86,CrystalPalace,5,7,0,0,0
508,Reguilon,ManUtd,Defender,0,6,162,0,0,0,0.24,1,3,1.97,0,0,27,6,162,0,0,0.24,1,3,1.97,0,0,27,CrystalPalace,5,7,0,0,0
597,A.Onana,Everton,Midfielder,0,22,630,0,0,0,0,2,11,11.4,25,1,131,22,630,0,0,0,2,11,11.4,25,1,131,Luton,3,11,0,0,2
617,Hojlund,ManUtd,Forward,0,7,266,0,0,1.11,0.12,1,5,4.03,0,0,6,7,266,0,1.11,0.12,1,5,4.03,0,0,6,CrystalPalace,5,7,0,0,2
709,Amrabat,ManUtd,Midfielder,0,2,91,0,0,0,0.04,0,1,0.8200000000000001,0,0,7,2,91,0,0,0.04,0,1,0.8200000000000001,0,0,7,CrystalPalace,5,7,0,0,1
402,Almiron,Newcastle,Midfielder,0,26,483,2,0,1.1600000000000001,0.21000000000000002,2,5,6.190000000000001,0,2,91,26,483,0,1.1600000000000001,0.21000000000000002,2,5,6.190000000000001,0,2,91,Burnley,4,13,0,0,10
403,Anderson,Newcastle,Midfielder,0,16,307,0,1,0.61,0.26,3,3,3.0100000000000002,0,0,56,16,307,1,0.61,0.26,3,3,3.0100000000000002,0,0,56,Burnley,4,13,0,0,3
405,Botman,Newcastle,Defender,0,30,446,1,1,0.29,0.28,2,3,4.98,0,4,127,30,446,1,0.29,0.28,2,3,4.98,0,4,127,Burnley,4,13,0,0,0
406,Bruno G.,Newcastle,Midfielder,0,24,614,1,1,0.75,0.92,3,7,7.07,0,2,111,24,614,1,0.75,0.92,3,7,7.07,0,2,111,Burnley,4,13,0,0,3
407,Burn,Newcastle,Defender,0,29,630,1,0,0.69,0.1,3,7,7.49,0,0,127,29,630,0,0.69,0.1,3,7,7.49,0,0,127,Burnley,4,13,0,0,6
415,Isak,Newcastle,Forward,0,30,386,4,0,3.84,0.14,2,5,4.890000000000001,0,3,119,30,386,0,3.84,0.14,2,5,4.890000000000001,0,3,119,Burnley,4,13,0,0,6
416,Joelinton,Newcastle,Midfielder,0,6,288,0,0,0.34,0.25,0,4,4.13,0,0,40,6,288,0,0.34,0.25,0,4,4.13,0,0,40,Burnley,4,13,0,0,1
421,Longstaff,Newcastle,Midfielder,0,24,358,1,2,0.62,0.61,3,4,3.75,0,0,99,24,358,2,0.62,0.61,3,4,3.75,0,0,99,Burnley,4,13,0,0,3
424,Pope,Newcastle,Goalkeeper,0,27,630,0,0,0.02,0,3,7,7.49,19,0,132,27,630,0,0.02,0,3,7,7.49,19,0,132,Burnley,4,13,0,0,6
427,Schar,Newcastle,Defender,0,25,630,0,0,0.49,0.07999999999999999,3,7,7.49,0,2,126,25,630,0,0.49,0.07999999999999999,3,7,7.49,0,2,126,Burnley,4,13,0,0,7
428,Targett,Newcastle,Defender,0,1,76,0,0,0,0.01,0,4,1.77,0,0,12,1,76,0,0,0.01,0,4,1.77,0,0,12,Burnley,4,13,0,0,0
429,Tonali,Newcastle,Midfielder,0,13,326,1,0,0.62,0.44000000000000006,1,3,4.619999999999999,0,0,69,13,326,0,0.62,0.44000000000000006,1,3,4.619999999999999,0,0,69,Burnley,4,13,0,0,1
430,Trippier,Newcastle,Defender,0,43,609,0,4,0.05,2.0500000000000003,3,7,7.280000000000001,0,8,208,43,609,4,0.05,2.0500000000000003,3,7,7.280000000000001,0,8,208,Burnley,4,13,0,0,12
433,Wilson,Newcastle,Forward,0,24,255,4,0,3.61,0.09,2,4,2.6900000000000004,0,1,94,24,255,0,3.61,0.09,2,4,2.6900000000000004,0,1,94,Burnley,4,13,0,0,0
603,Barnes,Newcastle,Midfielder,0,17,183,1,1,0.8300000000000001,0.5800000000000001,1,2,2.0300000000000002,0,2,48,17,183,1,0.8300000000000001,0.5800000000000001,1,2,2.0300000000000002,0,2,48,Burnley,4,13,0,0,0
23,Tavares,NottmForest,Defender,0,0,93,0,0,0,0.03,0,2,1.68,0,0,8,0,93,0,0,0.03,0,2,1.68,0,0,8,Brentford,7,7,0,0,0
28,Turner,NottmForest,Goalkeeper,0,18,630,0,0,0,0,1,10,9.969999999999999,23,0,118,18,630,0,0,0,1,10,9.969999999999999,23,0,118,Brentford,7,7,0,0,3
205,Hudson-Odoi,NottmForest,Midfielder,0,12,163,1,0,0.13,0.34,0,2,1.56,0,3,37,12,163,0,0.13,0.34,0,2,1.56,0,3,37,Brentford,7,7,0,0,1
378,Elanga,NottmForest,Midfielder,0,18,269,1,1,0.63,0.93,0,2,4.050000000000001,0,1,63,18,269,1,0.63,0.93,0,2,4.050000000000001,0,1,63,Brentford,7,7,0,0,2
436,Aurier,NottmForest,Defender,0,19,486,0,2,0.01,0.29000000000000004,1,9,8.27,0,3,85,19,486,2,0.01,0.29000000000000004,1,9,8.27,0,3,85,Brentford,7,7,0,0,2
437,Awoniyi,NottmForest,Forward,0,33,487,3,2,2.4,0.38,1,8,7.23,0,3,122,33,487,2,2.4,0.38,1,8,7.23,0,3,122,Brentford,7,7,0,0,2
439,Boly,NottmForest,Defender,0,21,518,1,0,0.91,0.32,1,9,9.139999999999999,0,3,97,21,518,0,0.91,0.32,1,9,9.139999999999999,0,3,97,Brentford,7,7,0,0,2
442,Danilo,NottmForest,Midfielder,0,7,285,0,0,0.12,0.08,0,6,4.48,0,0,30,7,285,0,0.12,0.08,0,6,4.48,0,0,30,Brentford,7,7,0,0,0
443,Dennis,NottmForest,Forward,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brentford,7,7,0,0,0
447,Gibbs-White,NottmForest,Midfielder,0,19,569,0,2,0.93,1.0299999999999998,1,9,9.15,0,1,87,19,569,2,0.93,1.0299999999999998,1,9,9.15,0,1,87,Brentford,7,7,0,0,1
451,Kouyate,NottmForest,Midfielder,0,4,52,0,0,0.02,0.02,0,1,2.41,0,0,17,4,52,0,0.02,0.02,0,1,2.41,0,0,17,Brentford,7,7,0,0,1
453,Mangala,NottmForest,Midfielder,0,10,478,0,0,0.16999999999999998,0.03,1,7,5.750000000000001,0,0,33,10,478,0,0.16999999999999998,0.03,1,7,5.750000000000001,0,0,33,Brentford,7,7,0,0,2
455,McKenna,NottmForest,Defender,0,12,416,0,0,0.21,0.17,1,6,5.640000000000001,0,1,64,12,416,0,0.21,0.17,1,6,5.640000000000001,0,1,64,Brentford,7,7,0,0,0
457,Niakhate,NottmForest,Defender,0,1,179,0,0,0,0.04,0,4,5.390000000000001,0,0,18,1,179,0,0,0.04,0,4,5.390000000000001,0,0,18,Brentford,7,7,0,0,-2
467,Williams,NottmForest,Defender,0,3,108,0,0,0.02,0.07,0,1,0.97,0,0,9,3,108,0,0.02,0.07,0,1,0.97,0,0,9,Brentford,7,7,0,0,0
468,Wood,NottmForest,Forward,0,13,67,1,0,0.35,0.05,0,0,2.45,0,2,43,13,67,0,0.35,0.05,0,0,2.45,0,2,43,Brentford,7,7,0,0,1
469,Worrall,NottmForest,Defender,0,12,425,0,0,0.1,0.31,1,7,7.779999999999999,0,3,64,12,425,0,0.1,0.31,1,7,7.779999999999999,0,3,64,Brentford,7,7,0,0,0
470,Yates,NottmForest,Midfielder,0,8,310,0,0,0.02,0.02,1,5,6.51,0,0,22,8,310,0,0.02,0.02,1,5,6.51,0,0,22,Brentford,7,7,0,0,0
604,Aina,NottmForest,Defender,0,8,397,0,0,0.05,0.03,1,8,6.170000000000001,0,0,56,8,397,0,0.05,0.03,1,8,6.170000000000001,0,0,56,Brentford,7,7,0,0,0
679,G.Montiel,NottmForest,Defender,0,1,121,0,0,0,0.06999999999999999,0,1,1.3900000000000001,0,0,10,1,121,0,0,0.06999999999999999,0,1,1.3900000000000001,0,0,10,Brentford,7,7,0,0,0
714,Origi,NottmForest,Forward,0,2,44,0,0,0.06,0.16,0,0,1.75,0,0,8,2,44,0,0.06,0.16,0,0,1.75,0,0,8,Brentford,7,7,0,0,1
33,Archer,SheffieldUtd,Forward,0,17,337,1,1,0.33,0.13,0,14,9.97,0,3,38,17,337,1,0.33,0.13,0,14,9.97,0,3,38,WestHam,10,9,0,0,2
471,Ahmedhodzic,SheffieldUtd,Defender,0,2,630,0,0,0.85,0.08,0,19,17.43,0,0,63,2,630,0,0.85,0.08,0,19,17.43,0,0,63,WestHam,10,9,0,0,1
473,Baldock,SheffieldUtd,Defender,0,4,250,0,0,0,0.12,0,4,7.3999999999999995,0,0,17,4,250,0,0,0.12,0,4,7.3999999999999995,0,0,17,WestHam,10,9,0,0,0
474,Basham,SheffieldUtd,Defender,0,7,282,0,0,0.12000000000000001,0.07,0,6,6.41,0,0,30,7,282,0,0.12000000000000001,0.07,0,6,6.41,0,0,30,WestHam,10,9,0,0,1
476,Bogle,SheffieldUtd,Defender,0,14,227,1,0,0.22000000000000003,0.13,1,6,5.05,0,0,43,14,227,0,0.22000000000000003,0.13,1,6,5.05,0,0,43,WestHam,10,9,0,0,1
480,Egan,SheffieldUtd,Defender,0,1,482,0,0,0.17,0,0,17,14.85,0,0,54,1,482,0,0.17,0,0,17,14.85,0,0,54,WestHam,10,9,0,0,0
481,Fleck,SheffieldUtd,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WestHam,10,9,0,0,0
482,Foderingham,SheffieldUtd,Goalkeeper,0,17,630,0,0,0,0,0,19,17.43,41,2,149,17,630,0,0,0,0,19,17.43,41,2,149,WestHam,10,9,0,0,3
485,McBurnie,SheffieldUtd,Forward,0,7,289,0,1,0.65,0.5800000000000001,0,7,7.32,0,0,14,7,289,1,0.65,0.5800000000000001,0,7,7.32,0,0,14,WestHam,10,9,0,0,2
488,Norwood,SheffieldUtd,Midfielder,0,10,430,0,0,0.08,0.43000000000000005,0,13,11.940000000000001,0,0,75,10,430,0,0.08,0.43000000000000005,0,13,11.940000000000001,0,0,75,WestHam,10,9,0,0,0
489,Osborn,SheffieldUtd,Midfielder,0,4,192,0,0,0.12,0.09999999999999999,0,3,3.63,0,0,18,4,192,0,0.12,0.09999999999999999,0,3,3.63,0,0,18,WestHam,10,9,0,0,0
490,Osula,SheffieldUtd,Forward,0,4,233,0,0,0.29,0.060000000000000005,0,3,6.06,0,0,-6,4,233,0,0.29,0.060000000000000005,0,3,6.06,0,0,-6,WestHam,10,9,0,0,0
576,J.Robinson,SheffieldUtd,Defender,0,6,619,0,1,0.5,0.11,0,19,17.22,0,0,94,6,619,1,0.5,0.11,0,19,17.22,0,0,94,WestHam,10,9,0,0,1
587,Slimane,SheffieldUtd,Midfielder,0,1,45,0,0,0.12,0.08,0,3,2.17,0,0,-1,1,45,0,0.12,0.08,0,3,2.17,0,0,-1,WestHam,10,9,0,0,1
592,Larouci,SheffieldUtd,Defender,0,4,195,0,0,0.16999999999999998,0.02,0,5,6.51,0,0,23,4,195,0,0.16999999999999998,0.02,0,5,6.51,0,0,23,WestHam,10,9,0,0,0
593,T.Benie,SheffieldUtd,Forward,0,8,317,0,0,0.27,0.4,0,9,9.479999999999999,0,0,4,8,317,0,0.27,0.4,0,9,9.479999999999999,0,0,4,WestHam,10,9,0,0,0
638,Vini Souza,SheffieldUtd,Midfielder,0,11,517,0,0,0.15999999999999998,0.05,0,17,15.09,0,0,64,11,517,0,0.15999999999999998,0.05,0,17,15.09,0,0,64,WestHam,10,9,0,0,2
663,Hamer,SheffieldUtd,Midfielder,0,24,493,2,0,0.65,0.6699999999999999,1,13,12.909999999999998,0,2,99,24,493,0,0.65,0.6699999999999999,1,13,12.909999999999998,0,2,99,WestHam,10,9,0,0,2
693,L.Thomas,SheffieldUtd,Defender,0,1,292,0,0,0.49000000000000005,0.060000000000000005,0,12,8.05,0,0,42,1,292,0,0.49000000000000005,0.060000000000000005,0,12,8.05,0,0,42,WestHam,10,9,0,0,1
492,Bentancur,Spurs,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Liverpool,14,4,0,0,0
493,Bissouma,Spurs,Midfielder,0,12,612,0,0,0.5800000000000001,0.6,2,8,9.9,0,0,97,12,612,0,0.5800000000000001,0.6,2,8,9.9,0,0,97,Liverpool,14,4,0,0,1
495,Davies,Spurs,Defender,0,6,35,0,1,0.56,0.02,0,0,0.47,0,0,15,6,35,1,0.56,0.02,0,0,0.47,0,0,15,Liverpool,14,4,0,0,1
497,E.Royal,Spurs,Defender,0,11,97,1,0,0.05,0.14,0,3,2.41,0,1,34,11,97,0,0.05,0.14,0,3,2.41,0,1,34,Liverpool,14,4,0,0,0
499,Hojbjerg,Spurs,Midfielder,0,5,80,0,0,0.01,0.27,0,1,1.3199999999999998,0,0,22,5,80,0,0.01,0.27,0,1,1.3199999999999998,0,0,22,Liverpool,14,4,0,0,1
501,Kulusevski,Spurs,Midfielder,0,28,622,2,0,0.8600000000000001,1.2699999999999998,2,7,9.65,0,3,117,28,622,0,0.8600000000000001,1.2699999999999998,2,7,9.65,0,3,117,Liverpool,14,4,0,0,2
503,Lo Celso,Spurs,Midfielder,0,1,16,0,0,0,0.02,0,0,0.12,0,0,8,1,16,0,0,0.02,0,0,0.12,0,0,8,Liverpool,14,4,0,0,0
504,Maddison,Spurs,Midfielder,0,41,593,2,4,1.9,2.4800000000000004,2,7,9.61,0,5,161,41,593,4,1.9,2.4800000000000004,2,7,9.61,0,5,161,Liverpool,14,4,0,0,2
506,Pedro Porro,Spurs,Defender,0,26,537,0,2,0.42000000000000004,0.76,2,6,7.74,0,3,148,26,537,2,0.42000000000000004,0.76,2,6,7.74,0,3,148,Liverpool,14,4,0,0,7
507,Perisic,Spurs,Defender,0,6,98,0,1,0.12,0.8,0,1,1.44,0,0,34,6,98,1,0.12,0.8,0,1,1.44,0,0,34,Liverpool,14,4,0,0,0
509,Richarlison,Spurs,Midfielder,0,20,347,1,2,1.7,0.47,1,4,6.319999999999999,0,0,36,20,347,2,1.7,0.47,1,4,6.319999999999999,0,0,36,Liverpool,14,4,0,0,5
511,Romero,Spurs,Defender,0,28,553,2,0,0.7799999999999999,0.26,2,6,8.01,0,1,141,28,553,0,0.7799999999999999,0.26,2,6,8.01,0,1,141,Liverpool,14,4,0,0,1
513,Sarr,Spurs,Midfielder,0,21,466,1,1,1.7100000000000002,0.58,1,5,7.17,0,2,94,21,466,1,1.7100000000000002,0.58,1,5,7.17,0,2,94,Liverpool,14,4,0,0,2
515,Skipp,Spurs,Midfielder,0,4,102,0,0,0,0.02,0,3,1.96,0,0,18,4,102,0,0,0.02,0,3,1.96,0,0,18,Liverpool,14,4,0,0,1
516,Son,Spurs,Midfielder,0,51,550,6,0,2.9,1.37,2,7,8.879999999999999,0,5,170,51,550,0,2.9,1.37,2,7,8.879999999999999,0,5,170,Liverpool,14,4,0,0,7
519,Udogie,Spurs,Defender,0,26,592,0,2,0.15,0.7200000000000001,2,8,9.55,0,4,123,26,592,2,0.15,0.7200000000000001,2,8,9.55,0,4,123,Liverpool,14,4,0,0,1
520,Vicario,Spurs,Goalkeeper,0,29,630,0,0,0,0,2,8,10.03,27,3,151,29,630,0,0,0,2,8,10.03,27,3,151,Liverpool,14,4,0,0,3
583,Solomon,Spurs,Midfielder,0,14,196,0,2,0.41000000000000003,0.7499999999999999,0,2,1.79,0,2,53,14,196,2,0.41000000000000003,0.7499999999999999,0,2,1.79,0,2,53,Liverpool,14,4,0,0,1
639,Van de Ven,Spurs,Defender,0,19,630,0,0,0.04,0.08,2,8,10.02,0,1,137,19,630,0,0.04,0.08,2,8,10.02,0,1,137,Liverpool,14,4,0,0,2
522,N.Aguerd,WestHam,Defender,0,17,516,1,0,0.73,0.02,1,9,13.19,0,0,78,17,516,0,0.73,0.02,1,9,13.19,0,0,78,SheffieldUtd,5,16,0,0,6
523,Antonio,WestHam,Forward,0,28,519,2,1,1.13,1.1300000000000001,4,4,10.86,0,4,91,28,519,1,1.13,1.1300000000000001,4,4,10.86,0,4,91,SheffieldUtd,5,16,0,0,5
524,Areola,WestHam,Goalkeeper,0,32,630,0,0,0,0,1,10,14.53,32,2,151,32,630,0,0,0,1,10,14.53,32,2,151,SheffieldUtd,5,16,0,0,6
525,Benrahma,WestHam,Midfielder,0,13,319,0,1,0.48,0.6100000000000001,1,5,6.86,0,0,39,13,319,1,0.48,0.6100000000000001,1,5,6.86,0,0,39,SheffieldUtd,5,16,0,0,1
526,Bowen,WestHam,Midfielder,0,48,630,5,1,3.6399999999999997,0.77,1,10,14.489999999999998,0,6,147,48,630,1,3.6399999999999997,0.77,1,10,14.489999999999998,0,6,147,SheffieldUtd,5,16,0,0,9
527,Cornet,WestHam,Midfielder,0,1,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,2,SheffieldUtd,5,16,0,0,0
528,Coufal,WestHam,Defender,0,28,626,0,3,0,0.8899999999999999,1,10,14.53,0,3,141,28,626,3,0,0.8899999999999999,1,10,14.53,0,3,141,SheffieldUtd,5,16,0,0,12
530,Cresswell,WestHam,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SheffieldUtd,5,16,0,0,0
532,Emerson,WestHam,Defender,0,18,630,0,1,0.09999999999999999,0.56,1,10,14.53,0,2,95,18,630,1,0.09999999999999999,0.56,1,10,14.53,0,2,95,SheffieldUtd,5,16,0,0,8
534,P.Fornals,WestHam,Midfielder,0,7,141,0,0,0.24000000000000002,0.09999999999999999,0,3,2.94,0,0,23,7,141,0,0.24000000000000002,0.09999999999999999,0,3,2.94,0,0,23,SheffieldUtd,5,16,0,0,1
535,Ings,WestHam,Forward,0,5,33,0,0,0.12,0.01,0,2,1.92,0,0,11,5,33,0,0.12,0.01,0,2,1.92,0,0,11,SheffieldUtd,5,16,0,0,0
537,Kehrer,WestHam,Defender,0,2,18,0,0,0,0,0,1,0.45,0,0,6,2,18,0,0,0,0,1,0.45,0,0,6,SheffieldUtd,5,16,0,0,0
539,L.Paqueta,WestHam,Midfielder,0,22,620,1,1,1.4700000000000002,1.39,2,9,13.63,0,1,108,22,620,1,1.4700000000000002,1.39,2,9,13.63,0,1,108,SheffieldUtd,5,16,0,0,3
542,Souček,WestHam,Midfielder,0,21,467,1,1,1.56,0.41000000000000003,1,7,11.410000000000002,0,2,82,21,467,1,1.56,0.41000000000000003,1,7,11.410000000000002,0,2,82,SheffieldUtd,5,16,0,0,8
544,Zouma,WestHam,Defender,0,25,630,1,0,0.26,0,1,10,14.53,0,4,121,25,630,0,0.26,0,1,10,14.53,0,4,121,SheffieldUtd,5,16,0,0,7
577,Ogbonna,WestHam,Defender,0,3,111,0,0,0,0,0,1,1.7,0,0,14,3,111,0,0,0,0,1,1.7,0,0,14,SheffieldUtd,5,16,0,0,0
642,Alvarez,WestHam,Midfielder,0,8,410,0,0,0.16,0.060000000000000005,1,6,9.37,0,0,56,8,410,0,0.16,0.060000000000000005,1,6,9.37,0,0,56,SheffieldUtd,5,16,0,0,2
664,Ward-Prowse,WestHam,Midfielder,0,35,530,2,3,1.6,1.9300000000000002,1,9,13.03,0,4,165,35,530,3,1.6,1.9300000000000002,1,9,13.03,0,4,165,SheffieldUtd,5,16,0,0,4
689,Kudus,WestHam,Midfielder,0,4,58,0,0,0,0.01,0,4,1.99,0,0,25,4,58,0,0,0.01,0,4,1.99,0,0,25,SheffieldUtd,5,16,0,0,1
545,Ait-Nouri,Wolves,Defender,0,7,470,0,0,0.21,0.2,0,9,8.82,0,0,41,7,470,0,0.21,0.2,0,9,8.82,0,0,41,ManCity,13,3,0,0,2
548,H.Bueno,Wolves,Defender,0,8,140,0,0,0.22,0.17,1,3,2.95,0,0,38,8,140,0,0.22,0.17,1,3,2.95,0,0,38,ManCity,13,3,0,0,0
551,Dawson,Wolves,Defender,0,12,610,0,0,0.38,0.09999999999999999,1,13,12.579999999999998,0,0,94,12,610,0,0.38,0.09999999999999999,1,13,12.579999999999998,0,0,94,ManCity,13,3,0,0,2
552,Fabio Silva,Wolves,Forward,0,7,246,0,0,1.12,0.09000000000000001,1,7,5.6499999999999995,0,0,13,7,246,0,1.12,0.09000000000000001,1,7,5.6499999999999995,0,0,13,ManCity,13,3,0,0,0
557,Hee Chan,Wolves,Midfielder,0,28,326,4,0,1,0.89,0,5,5.619999999999999,0,2,96,28,326,0,1,0.89,0,5,5.619999999999999,0,2,96,ManCity,13,3,0,0,8
559,Joao Gomes,Wolves,Midfielder,0,14,556,0,1,0.15000000000000002,0.10999999999999999,1,12,11.660000000000002,0,0,73,14,556,1,0.15000000000000002,0.10999999999999999,1,12,11.660000000000002,0,0,73,ManCity,13,3,0,0,2
562,Kalajdzic,Wolves,Forward,0,8,16,1,0,0.26,0.01,0,1,0.3,0,1,37,8,16,0,0.26,0.01,0,1,0.3,0,1,37,ManCity,13,3,0,0,0
563,Kilman,Wolves,Defender,0,15,630,0,0,0.45,0.21000000000000002,1,13,12.649999999999999,0,2,102,15,630,0,0.45,0.21000000000000002,1,13,12.649999999999999,0,2,102,ManCity,13,3,0,0,2
565,Lemina,Wolves,Midfielder,0,11,617,0,0,0.9899999999999999,0.06,1,11,11.95,0,0,79,11,617,0,0.9899999999999999,0.06,1,11,11.95,0,0,79,ManCity,13,3,0,0,1
567,Neto,Wolves,Midfielder,0,38,630,1,5,1.2800000000000002,2.18,1,13,12.649999999999999,0,5,153,38,630,5,1.2800000000000002,2.18,1,13,12.649999999999999,0,5,153,ManCity,13,3,0,0,4
569,Jose Sa,Wolves,Goalkeeper,0,26,630,0,0,0,0,1,13,12.649999999999999,33,4,147,26,630,0,0,0,1,13,12.649999999999999,33,4,147,ManCity,13,3,0,0,4
570,Sarabia,Wolves,Midfielder,0,9,172,0,1,0.41000000000000003,0.67,1,1,2.29,0,0,33,9,172,1,0.41000000000000003,0.67,1,1,2.29,0,0,33,ManCity,13,3,0,0,0
572,N.Semedo,Wolves,Defender,0,11,623,0,0,0.14,0.32000000000000006,1,13,12.259999999999998,0,0,94,11,623,0,0.14,0.32000000000000006,1,13,12.259999999999998,0,0,94,ManCity,13,3,0,0,2
590,Cunha,Wolves,Forward,0,21,555,1,1,2.01,0.8500000000000001,1,11,10.95,0,0,77,21,555,1,2.01,0.8500000000000001,1,11,10.95,0,0,77,ManCity,13,3,0,0,5
