Id,Name,Team,Position,Price,Points,MinutesPlayed,Goals,Assists,xGoals,xAssists,CleanSheets,GoalsConceded,xGoalsConceded,Saves,BonusPoints,BonusPointRating,PointsInLastFive,MinutesInLastFive,GoalsInLastFive,xGoalsInLastFive,xAssistsInLastFive,CleanSheetsInLastFive,GoalsConcededInLastFive,xGoalsConcededInLastFive,SavesInLastFive,BonusPointsInLastFive,BonusPointsRatingInLastFive,Opponent,OpponentGoalsScored,OpponentGoalsConceded,OpponentGoalsScoredInLastFive,OpponentGoalsConcededInLastFive,ActualPoints
617,Hojlund,ManUtd,Forward,0,3,86,0,0,0.36,0.06,0,4,2.1,0,0,5,3,86,0,0.36,0.06,0,4,2.1,0,0,5,Brighton,12,6,0,0,2
709,Amrabat,ManUtd,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brighton,12,6,0,0,0
402,Almiron,Newcastle,Midfielder,0,8,324,0,0,0.72,0.12000000000000001,0,5,4.8100000000000005,0,0,37,8,324,0,0.72,0.12000000000000001,0,5,4.8100000000000005,0,0,37,Brentford,8,5,0,0,1
403,Anderson,Newcastle,Midfielder,0,7,154,0,0,0,0.15000000000000002,1,3,1.72,0,0,27,7,154,0,0,0.15000000000000002,1,3,1.72,0,0,27,Brentford,8,5,0,0,3
405,Botman,Newcastle,Defender,0,18,356,0,1,0.24,0.27,1,3,4.04,0,4,87,18,356,1,0.24,0.27,1,3,4.04,0,4,87,Brentford,8,5,0,0,9
406,Bruno G.,Newcastle,Midfielder,0,8,444,0,0,0.46,0.4,1,7,5.58,0,0,35,8,444,0,0.46,0.4,1,7,5.58,0,0,35,Brentford,8,5,0,0,2
407,Burn,Newcastle,Defender,0,11,450,0,0,0.16,0.05,1,7,5.9,0,0,65,11,450,0,0.16,0.05,1,7,5.9,0,0,65,Brentford,8,5,0,0,6
415,Isak,Newcastle,Forward,0,19,276,2,0,1.4,0.09,1,5,4.03,0,3,70,19,276,0,1.4,0.09,1,5,4.03,0,3,70,Brentford,8,5,0,0,0
416,Joelinton,Newcastle,Midfielder,0,5,284,0,0,0.34,0.25,0,4,4.13,0,0,37,5,284,0,0.34,0.25,0,4,4.13,0,0,37,Brentford,8,5,0,0,0
421,Longstaff,Newcastle,Midfielder,0,10,178,0,1,0.16,0.18,1,4,2.16,0,0,42,10,178,1,0.16,0.18,1,4,2.16,0,0,42,Brentford,8,5,0,0,3
424,Pope,Newcastle,Goalkeeper,0,15,450,0,0,0.02,0,1,7,5.9,16,0,84,15,450,0,0.02,0,1,7,5.9,16,0,84,Brentford,8,5,0,0,6
427,Schar,Newcastle,Defender,0,12,450,0,0,0.14,0.06,1,7,5.9,0,1,73,12,450,0,0.14,0.06,1,7,5.9,0,1,73,Brentford,8,5,0,0,7
428,Targett,Newcastle,Defender,0,1,76,0,0,0,0.01,0,4,1.77,0,0,12,1,76,0,0,0.01,0,4,1.77,0,0,12,Brentford,8,5,0,0,0
429,Tonali,Newcastle,Midfielder,0,11,284,1,0,0.62,0.21000000000000002,1,3,4.109999999999999,0,0,51,11,284,0,0.62,0.21000000000000002,1,3,4.109999999999999,0,0,51,Brentford,8,5,0,0,0
430,Trippier,Newcastle,Defender,0,13,450,0,0,0.01,0.75,1,7,5.9,0,2,97,13,450,0,0.01,0.75,1,7,5.9,0,2,97,Brentford,8,5,0,0,8
433,Wilson,Newcastle,Forward,0,18,186,3,0,2.44,0.08,1,4,1.9600000000000002,0,1,74,18,186,0,2.44,0.08,1,4,1.9600000000000002,0,1,74,Brentford,8,5,0,0,5
603,Barnes,Newcastle,Midfielder,0,16,172,1,1,0.8300000000000001,0.5800000000000001,1,2,1.9300000000000002,0,2,45,16,172,1,0.8300000000000001,0.5800000000000001,1,2,1.9300000000000002,0,2,45,Brentford,8,5,0,0,3
23,Tavares,NottmForest,Defender,0,1,55,0,0,0,0.02,0,0,0.96,0,0,8,1,55,0,0,0.02,0,0,0.96,0,0,8,Burnley,3,11,0,0,1
28,Turner,NottmForest,Goalkeeper,0,14,450,0,0,0,0,1,7,6.9399999999999995,18,0,93,14,450,0,0,0,1,7,6.9399999999999995,18,0,93,Burnley,3,11,0,0,2
205,Hudson-Odoi,NottmForest,Midfielder,0,10,70,1,0,0.13,0.21,0,1,0.19,0,3,30,10,70,0,0.13,0.21,0,1,0.19,0,3,30,Burnley,3,11,0,0,10
378,Elanga,NottmForest,Midfielder,0,15,175,1,1,0.48,0.88,0,1,2.68,0,1,54,15,175,1,0.48,0.88,0,1,2.68,0,1,54,Burnley,3,11,0,0,2
436,Aurier,NottmForest,Defender,0,17,341,0,2,0.01,0.26,1,6,5.79,0,3,66,17,341,2,0.01,0.26,1,6,5.79,0,3,66,Burnley,3,11,0,0,0
437,Awoniyi,NottmForest,Forward,0,30,333,3,2,1.91,0.32999999999999996,1,5,5.58,0,3,115,30,333,2,1.91,0.32999999999999996,1,5,5.58,0,3,115,Burnley,3,11,0,0,5
439,Boly,NottmForest,Defender,0,18,338,1,0,0.84,0.04,1,6,6.109999999999999,0,3,68,18,338,0,0.84,0.04,1,6,6.109999999999999,0,3,68,Burnley,3,11,0,0,0
442,Danilo,NottmForest,Midfielder,0,7,285,0,0,0.12,0.08,0,6,4.48,0,0,30,7,285,0,0.12,0.08,0,6,4.48,0,0,30,Burnley,3,11,0,0,0
443,Dennis,NottmForest,Forward,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Burnley,3,11,0,0,0
447,Gibbs-White,NottmForest,Midfielder,0,17,450,0,2,0.67,0.9099999999999999,1,7,6.9399999999999995,0,1,74,17,450,2,0.67,0.9099999999999999,1,7,6.9399999999999995,0,1,74,Burnley,3,11,0,0,2
451,Kouyate,NottmForest,Midfielder,0,3,39,0,0,0.02,0.02,0,1,1.58,0,0,14,3,39,0,0.02,0.02,0,1,1.58,0,0,14,Burnley,3,11,0,0,0
453,Mangala,NottmForest,Midfielder,0,7,298,0,0,0.11,0.01,1,4,2.72,0,0,8,7,298,0,0.11,0.01,1,4,2.72,0,0,8,Burnley,3,11,0,0,1
455,McKenna,NottmForest,Defender,0,12,416,0,0,0.21,0.17,1,6,5.640000000000001,0,1,64,12,416,0,0.21,0.17,1,6,5.640000000000001,0,1,64,Burnley,3,11,0,0,2
457,Niakhate,NottmForest,Defender,0,2,34,0,0,0,0.01,0,1,1.31,0,0,9,2,34,0,0,0.01,0,1,1.31,0,0,9,Burnley,3,11,0,0,0
467,Williams,NottmForest,Defender,0,3,108,0,0,0.02,0.07,0,1,0.97,0,0,9,3,108,0,0.02,0.07,0,1,0.97,0,0,9,Burnley,3,11,0,0,0
468,Wood,NottmForest,Forward,0,11,43,1,0,0.12,0.04,0,0,1.07,0,2,41,11,43,0,0.12,0.04,0,0,1.07,0,2,41,Burnley,3,11,0,0,1
469,Worrall,NottmForest,Defender,0,12,425,0,0,0.1,0.31,1,7,7.779999999999999,0,3,64,12,425,0,0.1,0.31,1,7,7.779999999999999,0,3,64,Burnley,3,11,0,0,2
470,Yates,NottmForest,Midfielder,0,8,310,0,0,0.02,0.02,1,5,6.51,0,0,22,8,310,0,0.02,0.02,1,5,6.51,0,0,22,Burnley,3,11,0,0,1
604,Aina,NottmForest,Defender,0,7,323,0,0,0.05,0.02,1,6,5.390000000000001,0,0,43,7,323,0,0.05,0.02,1,6,5.390000000000001,0,0,43,Burnley,3,11,0,0,2
679,G.Montiel,NottmForest,Defender,0,1,70,0,0,0,0.01,0,1,0.78,0,0,4,1,70,0,0,0.01,0,1,0.78,0,0,4,Burnley,3,11,0,0,0
714,Origi,NottmForest,Forward,0,1,19,0,0,0,0,0,0,0.37,0,0,3,1,19,0,0,0,0,0,0.37,0,0,3,Burnley,3,11,0,0,1
33,Archer,SheffieldUtd,Forward,0,13,169,1,1,0.17,0.07,0,4,4.36,0,3,29,13,169,1,0.17,0.07,0,4,4.36,0,3,29,Spurs,11,4,0,0,1
471,Ahmedhodzic,SheffieldUtd,Defender,0,4,450,0,0,0.48,0.01,0,9,11.350000000000001,0,0,40,4,450,0,0.48,0.01,0,9,11.350000000000001,0,0,40,Spurs,11,4,0,0,1
473,Baldock,SheffieldUtd,Defender,0,4,250,0,0,0,0.12,0,4,7.3999999999999995,0,0,17,4,250,0,0,0.12,0,4,7.3999999999999995,0,0,17,Spurs,11,4,0,0,0
474,Basham,SheffieldUtd,Defender,0,5,233,0,0,0.1,0,0,5,4.93,0,0,22,5,233,0,0.1,0,0,5,4.93,0,0,22,Spurs,11,4,0,0,0
476,Bogle,SheffieldUtd,Defender,0,13,104,1,0,0.14,0.05,1,1,2.04,0,0,36,13,104,0,0.14,0.05,1,1,2.04,0,0,36,Spurs,11,4,0,0,6
480,Egan,SheffieldUtd,Defender,0,4,337,0,0,0.1,0,0,7,9.38,0,0,41,4,337,0,0.1,0,0,7,9.38,0,0,41,Spurs,11,4,0,0,0
481,Fleck,SheffieldUtd,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spurs,11,4,0,0,0
482,Foderingham,SheffieldUtd,Goalkeeper,0,14,450,0,0,0,0,0,9,11.350000000000001,28,2,106,14,450,0,0,0,0,9,11.350000000000001,28,2,106,Spurs,11,4,0,0,3
485,McBurnie,SheffieldUtd,Forward,0,5,199,0,1,0.52,0.54,0,5,5.18,0,0,8,5,199,1,0.52,0.54,0,5,5.18,0,0,8,Spurs,11,4,0,0,-1
488,Norwood,SheffieldUtd,Midfielder,0,8,369,0,0,0.08,0.42000000000000004,0,8,9.49,0,0,64,8,369,0,0.08,0.42000000000000004,0,8,9.49,0,0,64,Spurs,11,4,0,0,1
489,Osborn,SheffieldUtd,Midfielder,0,4,192,0,0,0.12,0.09999999999999999,0,3,3.63,0,0,18,4,192,0,0.12,0.09999999999999999,0,3,3.63,0,0,18,Spurs,11,4,0,0,0
490,Osula,SheffieldUtd,Forward,0,4,233,0,0,0.29,0.060000000000000005,0,3,6.06,0,0,-6,4,233,0,0.29,0.060000000000000005,0,3,6.06,0,0,-6,Spurs,11,4,0,0,0
576,J.Robinson,SheffieldUtd,Defender,0,8,439,0,1,0.15,0.05,0,9,11.14,0,0,62,8,439,1,0.15,0.05,0,9,11.14,0,0,62,Spurs,11,4,0,0,3
587,Slimane,SheffieldUtd,Midfielder,0,0,10,0,0,0,0,0,0,0.21,0,0,-2,0,10,0,0,0,0,0,0.21,0,0,-2,Spurs,11,4,0,0,0
592,Larouci,SheffieldUtd,Defender,0,4,195,0,0,0.16999999999999998,0.02,0,5,6.51,0,0,23,4,195,0,0.16999999999999998,0.02,0,5,6.51,0,0,23,Spurs,11,4,0,0,0
593,T.Benie,SheffieldUtd,Forward,0,7,272,0,0,0.27,0.27,0,4,6.879999999999999,0,0,1,7,272,0,0.27,0.27,0,4,6.879999999999999,0,0,1,Spurs,11,4,0,0,0
638,Vini Souza,SheffieldUtd,Midfielder,0,7,337,0,0,0.06,0.01,0,7,9.01,0,0,40,7,337,0,0.06,0.01,0,7,9.01,0,0,40,Spurs,11,4,0,0,2
663,Hamer,SheffieldUtd,Midfielder,0,20,350,2,0,0.5,0.42,1,6,8.79,0,2,79,20,350,0,0.5,0.42,1,6,8.79,0,2,79,Spurs,11,4,0,0,10
693,L.Thomas,SheffieldUtd,Defender,0,2,112,0,0,0.16,0,0,2,1.9700000000000002,0,0,11,2,112,0,0.16,0,0,2,1.9700000000000002,0,0,11,Spurs,11,4,0,0,1
492,Bentancur,Spurs,Midfielder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SheffieldUtd,4,7,0,0,0
493,Bissouma,Spurs,Midfielder,0,10,433,0,0,0.46,0.5,2,5,6.48,0,0,78,10,433,0,0.46,0.5,2,5,6.48,0,0,78,SheffieldUtd,4,7,0,0,1
495,Davies,Spurs,Defender,0,5,28,0,1,0.56,0.01,0,0,0.47,0,0,10,5,28,1,0.56,0.01,0,0,0.47,0,0,10,SheffieldUtd,4,7,0,0,0
497,E.Royal,Spurs,Defender,0,11,97,1,0,0.05,0.14,0,3,2.41,0,1,34,11,97,0,0.05,0.14,0,3,2.41,0,1,34,SheffieldUtd,4,7,0,0,1
499,Hojbjerg,Spurs,Midfielder,0,3,67,0,0,0,0.26,0,1,1.14,0,0,16,3,67,0,0,0.26,0,1,1.14,0,0,16,SheffieldUtd,4,7,0,0,1
501,Kulusevski,Spurs,Midfielder,0,24,442,2,0,0.79,0.96,2,4,6.23,0,3,94,24,442,0,0.79,0.96,2,4,6.23,0,3,94,SheffieldUtd,4,7,0,0,10
503,Lo Celso,Spurs,Midfielder,0,1,16,0,0,0,0.02,0,0,0.12,0,0,8,1,16,0,0,0.02,0,0,0.12,0,0,8,SheffieldUtd,4,7,0,0,0
504,Maddison,Spurs,Midfielder,0,30,427,2,2,1.75,2.02,2,4,6.359999999999999,0,4,121,30,427,2,1.75,2.02,2,4,6.359999999999999,0,4,121,SheffieldUtd,4,7,0,0,1
506,Pedro Porro,Spurs,Defender,0,18,357,0,1,0.4,0.64,2,3,4.32,0,0,100,18,357,1,0.4,0.64,2,3,4.32,0,0,100,SheffieldUtd,4,7,0,0,2
507,Perisic,Spurs,Defender,0,6,98,0,1,0.12,0.8,0,1,1.44,0,0,34,6,98,1,0.12,0.8,0,1,1.44,0,0,34,SheffieldUtd,4,7,0,0,3
509,Richarlison,Spurs,Midfielder,0,14,246,1,1,0.76,0.11,1,3,4.8,0,0,23,14,246,1,0.76,0.11,1,3,4.8,0,0,23,SheffieldUtd,4,7,0,0,8
511,Romero,Spurs,Defender,0,29,373,2,0,0.6799999999999999,0.12,2,3,4.59,0,1,117,29,373,0,0.6799999999999999,0.12,2,3,4.59,0,1,117,SheffieldUtd,4,7,0,0,2
513,Sarr,Spurs,Midfielder,0,18,294,1,1,1.54,0.5399999999999999,1,2,3.75,0,2,74,18,294,1,1.54,0.5399999999999999,1,2,3.75,0,2,74,SheffieldUtd,4,7,0,0,2
515,Skipp,Spurs,Midfielder,0,3,95,0,0,0,0.02,0,3,1.96,0,0,17,3,95,0,0,0.02,0,3,1.96,0,0,17,SheffieldUtd,4,7,0,0,0
516,Son,Spurs,Midfielder,0,30,404,3,0,1.54,0.81,2,4,5.68,0,3,106,30,404,0,1.54,0.81,2,4,5.68,0,3,106,SheffieldUtd,4,7,0,0,2
519,Udogie,Spurs,Defender,0,25,420,0,2,0.15,0.55,2,5,6.130000000000001,0,4,112,25,420,2,0.15,0.55,2,5,6.130000000000001,0,4,112,SheffieldUtd,4,7,0,0,2
520,Vicario,Spurs,Goalkeeper,0,24,450,0,0,0,0,2,5,6.609999999999999,20,3,117,24,450,0,0,0,2,5,6.609999999999999,20,3,117,SheffieldUtd,4,7,0,0,3
583,Solomon,Spurs,Midfielder,0,12,148,0,2,0.39,0.6699999999999999,0,2,1.56,0,2,42,12,148,2,0.39,0.6699999999999999,0,2,1.56,0,2,42,SheffieldUtd,4,7,0,0,1
639,Van de Ven,Spurs,Defender,0,16,450,0,0,0.04,0.060000000000000005,2,5,6.6,0,1,101,16,450,0,0.04,0.060000000000000005,2,5,6.6,0,1,101,SheffieldUtd,4,7,0,0,1
522,N.Aguerd,WestHam,Defender,0,10,336,1,0,0.38,0.01,0,6,9.059999999999999,0,0,46,10,336,0,0.38,0.01,0,6,9.059999999999999,0,0,46,ManCity,11,2,0,0,1
523,Antonio,WestHam,Forward,0,21,375,2,0,0.95,0.36000000000000004,3,2,7.78,0,4,76,21,375,0,0.95,0.36000000000000004,3,2,7.78,0,4,76,ManCity,11,2,0,0,2
524,Areola,WestHam,Goalkeeper,0,24,450,0,0,0,0,0,7,10.399999999999999,26,2,111,24,450,0,0,0,0,7,10.399999999999999,26,2,111,ManCity,11,2,0,0,4
525,Benrahma,WestHam,Midfielder,0,12,301,0,1,0.38,0.54,1,5,6.54,0,0,36,12,301,1,0.38,0.54,1,5,6.54,0,0,36,ManCity,11,2,0,0,1
526,Bowen,WestHam,Midfielder,0,32,450,3,1,2.38,0.53,0,7,10.399999999999999,0,5,96,32,450,1,2.38,0.53,0,7,10.399999999999999,0,5,96,ManCity,11,2,0,0,2
527,Cornet,WestHam,Midfielder,0,1,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,2,ManCity,11,2,0,0,0
528,Coufal,WestHam,Defender,0,12,446,0,1,0,0.5,0,7,10.399999999999999,0,0,82,12,446,1,0,0.5,0,7,10.399999999999999,0,0,82,ManCity,11,2,0,0,4
530,Cresswell,WestHam,Defender,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ManCity,11,2,0,0,0
532,Emerson,WestHam,Defender,0,9,450,0,1,0.09,0.44000000000000006,0,7,10.399999999999999,0,0,54,9,450,1,0.09,0.44000000000000006,0,7,10.399999999999999,0,0,54,ManCity,11,2,0,0,1
534,P.Fornals,WestHam,Midfielder,0,5,124,0,0,0.2,0.09999999999999999,0,2,2.16,0,0,17,5,124,0,0.2,0.09999999999999999,0,2,2.16,0,0,17,ManCity,11,2,0,0,0
535,Ings,WestHam,Forward,0,4,30,0,0,0.12,0.01,0,2,1.5699999999999998,0,0,8,4,30,0,0.12,0.01,0,2,1.5699999999999998,0,0,8,ManCity,11,2,0,0,1
537,Kehrer,WestHam,Defender,0,2,18,0,0,0,0,0,1,0.45,0,0,6,2,18,0,0,0,0,1,0.45,0,0,6,ManCity,11,2,0,0,1
539,L.Paqueta,WestHam,Midfielder,0,16,444,1,1,1.4100000000000001,0.99,1,6,9.89,0,0,78,16,444,1,1.4100000000000001,0.99,1,6,9.89,0,0,78,ManCity,11,2,0,0,1
542,Souček,WestHam,Midfielder,0,11,304,0,1,0.37,0.27,0,5,8.010000000000002,0,2,53,11,304,1,0.37,0.27,0,5,8.010000000000002,0,2,53,ManCity,11,2,0,0,1
544,Zouma,WestHam,Defender,0,18,450,1,0,0.26,0,0,7,10.399999999999999,0,3,84,18,450,0,0.26,0,0,7,10.399999999999999,0,3,84,ManCity,11,2,0,0,1
577,Ogbonna,WestHam,Defender,0,3,111,0,0,0,0,0,1,1.7,0,0,14,3,111,0,0,0,0,1,1.7,0,0,14,ManCity,11,2,0,0,0
642,Alvarez,WestHam,Midfielder,0,5,249,0,0,0.14,0.04,0,3,5.56,0,0,29,5,249,0,0.14,0.04,0,3,5.56,0,0,29,ManCity,11,2,0,0,1
664,Ward-Prowse,WestHam,Midfielder,0,29,350,2,3,1.52,0.48,0,6,8.899999999999999,0,3,113,29,350,3,1.52,0.48,0,6,8.899999999999999,0,3,113,ManCity,11,2,0,0,7
689,Kudus,WestHam,Midfielder,0,2,24,0,0,0,0,0,3,0.9400000000000001,0,0,12,2,24,0,0,0,0,3,0.9400000000000001,0,0,12,ManCity,11,2,0,0,1
545,Ait-Nouri,Wolves,Defender,0,4,352,0,0,0.21,0.19,0,8,7.57,0,0,34,4,352,0,0.21,0.19,0,8,7.57,0,0,34,Liverpool,9,3,0,0,2
548,H.Bueno,Wolves,Defender,0,7,134,0,0,0.22,0.17,1,3,2.56,0,0,34,7,134,0,0.22,0.17,1,3,2.56,0,0,34,Liverpool,9,3,0,0,-2
551,Dawson,Wolves,Defender,0,8,430,0,0,0.38,0.09999999999999999,1,11,9.54,0,0,72,8,430,0,0.38,0.09999999999999999,1,11,9.54,0,0,72,Liverpool,9,3,0,0,1
552,Fabio Silva,Wolves,Forward,0,7,242,0,0,1.12,0.09000000000000001,1,7,5.579999999999999,0,0,14,7,242,0,1.12,0.09000000000000001,1,7,5.579999999999999,0,0,14,Liverpool,9,3,0,0,1
557,Hee Chan,Wolves,Midfielder,0,19,196,3,0,0.56,0.87,0,4,4.289999999999999,0,0,68,19,196,0,0.56,0.87,0,4,4.289999999999999,0,0,68,Liverpool,9,3,0,0,6
559,Joao Gomes,Wolves,Midfielder,0,8,401,0,0,0.15000000000000002,0.09999999999999999,1,10,9.05,0,0,62,8,401,0,0.15000000000000002,0.09999999999999999,1,10,9.05,0,0,62,Liverpool,9,3,0,0,2
562,Kalajdzic,Wolves,Forward,0,8,16,1,0,0.26,0.01,0,1,0.3,0,1,37,8,16,0,0.26,0.01,0,1,0.3,0,1,37,Liverpool,9,3,0,0,0
563,Kilman,Wolves,Defender,0,11,450,0,0,0.06,0.2,1,11,9.61,0,2,77,11,450,0,0.06,0.2,1,11,9.61,0,2,77,Liverpool,9,3,0,0,1
565,Lemina,Wolves,Midfielder,0,9,437,0,0,0.8899999999999999,0.06,1,9,8.91,0,0,66,9,437,0,0.8899999999999999,0.06,1,9,8.91,0,0,66,Liverpool,9,3,0,0,2
567,Neto,Wolves,Midfielder,0,25,450,0,4,1.1400000000000001,2.1,1,11,9.61,0,3,120,25,450,4,1.1400000000000001,2.1,1,11,9.61,0,3,120,Liverpool,9,3,0,0,5
569,Jose Sa,Wolves,Goalkeeper,0,19,450,0,0,0,0,1,11,9.61,23,3,109,19,450,0,0,0,1,11,9.61,23,3,109,Liverpool,9,3,0,0,2
570,Sarabia,Wolves,Midfielder,0,9,172,0,1,0.41000000000000003,0.67,1,1,2.29,0,0,33,9,172,1,0.41000000000000003,0.67,1,1,2.29,0,0,33,Liverpool,9,3,0,0,0
572,N.Semedo,Wolves,Defender,0,7,450,0,0,0.14,0.32000000000000006,1,11,9.61,0,0,72,7,450,0,0.14,0.32000000000000006,1,11,9.61,0,0,72,Liverpool,9,3,0,0,0
590,Cunha,Wolves,Forward,0,14,400,1,0,2.01,0.45,1,9,8.37,0,0,53,14,400,0,2.01,0.45,1,9,8.37,0,0,53,Liverpool,9,3,0,0,2
4,Fabio Vieira,Arsenal,Midfielder,0,15,171,0,3,0.41,0.29000000000000004,1,2,1.4100000000000001,0,0,43,15,171,3,0.41,0.29000000000000004,1,2,1.4100000000000001,0,0,43,Spurs,13,5,0,0,1
5,Gabriel,Arsenal,Defender,0,10,294,0,0,0.07,0.04,1,3,3.51,0,0,57,10,294,0,0.07,0.04,1,3,3.51,0,0,57,Spurs,13,5,0,0,1
6,Havertz,Arsenal,Midfielder,0,8,366,0,0,0.76,0.48,1,4,4.13,0,0,20,8,366,0,0.76,0.48,1,4,4.13,0,0,20,Spurs,13,5,0,0,0
8,G.Jesus,Arsenal,Forward,0,10,115,1,0,1.31,0.060000000000000005,0,2,1.6800000000000002,0,2,26,10,115,0,1.31,0.060000000000000005,0,2,1.6800000000000002,0,2,26,Spurs,13,5,0,0,2
9,Jorginho,Arsenal,Midfielder,0,4,63,0,0,0,0.05,0,2,1.44,0,0,11,4,63,0,0,0.05,0,2,1.44,0,0,11,Spurs,13,5,0,0,1
10,Kiwior,Arsenal,Defender,0,2,91,0,0,0.32,0.03,0,2,0.79,0,0,14,2,91,0,0.32,0.03,0,2,0.79,0,0,14,Spurs,13,5,0,0,0
12,Martinelli,Arsenal,Midfielder,0,16,356,0,2,0.79,0.54,1,4,2.99,0,0,61,16,356,2,0.79,0.54,1,4,2.99,0,0,61,Spurs,13,5,0,0,0
13,Nketiah,Arsenal,Forward,0,23,425,2,1,1.6900000000000002,0.2,3,4,3.53,0,2,67,23,425,1,1.6900000000000002,0.2,3,4,3.53,0,2,67,Spurs,13,5,0,0,1
14,Odegaard,Arsenal,Midfielder,0,26,532,2,0,1.7400000000000002,0.51,2,5,5.029999999999999,0,3,90,26,532,0,1.7400000000000002,0.51,2,5,5.029999999999999,0,3,90,Spurs,13,5,0,0,1
15,Thomas,Arsenal,Midfielder,0,6,235,0,0,0.07,0.19,1,2,2.5300000000000002,0,0,55,6,235,0,0.07,0.19,1,2,2.5300000000000002,0,0,55,Spurs,13,5,0,0,0
17,Ramsdale,Arsenal,Goalkeeper,0,11,360,0,0,0,0.01,1,4,3.7300000000000004,5,0,55,11,360,0,0,0.01,1,4,3.7300000000000004,5,0,55,Spurs,13,5,0,0,0
19,Saka,Arsenal,Midfielder,0,44,538,3,3,3.02,2.0100000000000002,2,6,5.18,0,7,166,44,538,3,3.02,2.0100000000000002,2,6,5.18,0,7,166,Spurs,13,5,0,0,13
20,Saliba,Arsenal,Defender,0,23,540,0,1,0.04,0.09999999999999999,2,6,5.53,0,2,120,23,540,1,0.04,0.09999999999999999,2,6,5.53,0,2,120,Spurs,13,5,0,0,1
22,Smith Rowe,Arsenal,Midfielder,0,1,1,0,0,0,0.01,0,0,0.08,0,0,5,1,1,0,0,0.01,0,0,0.08,0,0,5,Spurs,13,5,0,0,1
25,Tomiyasu,Arsenal,Defender,0,6,130,0,0,0.03,0.07,1,1,2.85,0,0,27,6,130,0,0.03,0.07,1,1,2.85,0,0,27,Spurs,13,5,0,0,0
26,Trossard,Arsenal,Midfielder,0,13,128,1,0,0.09,0.7400000000000001,1,2,1.47,0,3,53,13,128,0,0.09,0.7400000000000001,1,2,1.47,0,3,53,Spurs,13,5,0,0,0
29,White,Arsenal,Defender,0,22,540,0,1,0.39999999999999997,0.5900000000000001,2,6,5.53,0,2,118,22,540,1,0.39999999999999997,0.5900000000000001,2,6,5.53,0,2,118,Spurs,13,5,0,0,4
31,Zinchenko,Arsenal,Defender,0,12,279,0,0,0.08,0.25,1,4,3.1100000000000003,0,1,70,12,279,0,0.08,0.25,1,4,3.1100000000000003,0,1,70,Spurs,13,5,0,0,1
113,Raya,Arsenal,Goalkeeper,0,10,180,0,0,0,0,1,2,1.8,4,2,45,10,180,0,0,0,1,2,1.8,4,2,45,Spurs,13,5,0,0,2
540,Rice,Arsenal,Midfielder,0,21,495,1,0,0.6699999999999999,0.42,2,5,4.82,0,3,109,21,495,0,0.6699999999999999,0.42,2,5,4.82,0,3,109,Spurs,13,5,0,0,1
585,J.Timber,Arsenal,Defender,0,0,49,0,0,0,0.01,0,0,0.28,0,0,3,0,49,0,0,0.01,0,0,0.28,0,0,3,Spurs,13,5,0,0,0
34,Bailey,AstonVilla,Midfielder,0,22,201,2,1,1.09,0.99,1,4,5.27,0,3,64,22,201,1,1.09,0.99,1,4,5.27,0,3,64,Chelsea,5,5,0,0,1
36,Cash,AstonVilla,Defender,0,28,536,2,0,2.89,0.34,2,9,9.2,0,3,105,28,536,0,2.89,0.34,2,9,9.2,0,3,105,Chelsea,5,5,0,0,6
38,Coutinho,AstonVilla,Midfielder,0,2,24,0,0,0.15000000000000002,0.02,0,1,0.68,0,0,7,2,24,0,0.15000000000000002,0.02,0,1,0.68,0,0,7,Chelsea,5,5,0,0,0
41,Diego Carlos,AstonVilla,Defender,0,4,160,0,0,0.37,0.01,0,4,2.46,0,0,27,4,160,0,0.37,0.01,0,4,2.46,0,0,27,Chelsea,5,5,0,0,0
42,Digne,AstonVilla,Defender,0,25,530,0,3,0.060000000000000005,0.75,2,10,9.39,0,2,114,25,530,3,0.060000000000000005,0.75,2,10,9.39,0,2,114,Chelsea,5,5,0,0,5
43,Douglas Luiz,AstonVilla,Midfielder,0,24,489,2,0,1.82,0.59,2,10,9.34,0,3,121,24,489,0,1.82,0.59,2,10,9.34,0,3,121,Chelsea,5,5,0,0,2
44,Duran,AstonVilla,Forward,0,15,57,2,0,0.73,0.01,0,0,1.02,0,3,56,15,57,0,0.73,0.01,0,0,1.02,0,3,56,Chelsea,5,5,0,0,1
47,Kamara,AstonVilla,Midfielder,0,13,506,0,0,0.05,0.16999999999999998,2,10,8.85,0,1,84,13,506,0,0.05,0.16999999999999998,2,10,8.85,0,1,84,Chelsea,5,5,0,0,3
48,Konsa,AstonVilla,Defender,0,18,540,0,0,0.21,0.04,2,10,9.84,0,1,117,18,540,0,0.21,0.04,2,10,9.84,0,1,117,Chelsea,5,5,0,0,7
49,Martinez,AstonVilla,Goalkeeper,0,18,450,0,0,0,0,2,9,9.11,17,2,105,18,450,0,0,0,2,9,9.11,17,2,105,Chelsea,5,5,0,0,6
